FID,STATION,STATION_NA,ELEVATION,LATITUDE,LONGITUDE,DATE,MLY_PRCP_2,Completene,MLY_SNOW_2,Complete_1,MLY_PRCP_5,Complete_2,MLY_SNOW_5,Complete_3,MLY_PRCP_7,Complete_4,MLY_SNOW_7,Complete_5,MLY_PRCP_N,Complete_6,MLY_SNOW_N,Complete_7,MLY_SNOW_A,Complete_8,MLY_SNOW_1,Complete_9,MLY_SNOW_3,Complet_10,MLY_SNOW_4,Complet_11,MLY_SNOW_6,Complet_12,MLY_PRCP_A,Complet_13,MLY_PRCP_1,Complet_14,MLY_PRCP_3,Complet_15,MLY_PRCP_4,Complet_16,MLY_SNWD_A,Complet_17,MLY_SNWD_1,Complet_18,MLY_SNWD_2,Complet_19,MLY_SNWD_3,Complet_20,MLY_TMAX_A,Complet_21,MLY_TMAX_1,Complet_22,MLY_TMAX_2,Complet_23,MLY_TMAX_3,Complet_24,MLY_TMAX_4,Complet_25,MLY_TMAX_5,Complet_26,MLY_TMAX_6,Complet_27,MLY_TMAX_7,Complet_28,MLY_TMIN_A,Complet_29,MLY_TMIN_1,Complet_30,MLY_TMIN_2,Complet_31,MLY_TMIN_3,Complet_32,MLY_TMIN_4,Complet_33,MLY_TMIN_5,Complet_34,MLY_TMIN_6,Complet_35,MLY_TMIN_7,Complet_36,MLY_TAVG_N,Complet_37,MLY_DUTR_N,Complet_38,MLY_TMAX_N,Complet_39,MLY_TMIN_N,Complet_40,MLY_TAVG_S,Complet_41,MLY_DUTR_S,Complet_42,MLY_TMAX_S,Complet_43,MLY_TMIN_S,Complet_44
826,GHCND:USC00048758,TAHOE CITY CA US,1899,39.1678,-120.1428,201008,0,C,0,C,2.29,C,0,C,12.95,C,0,C,8.64,C,0,C,0,C,0,C,0,C,0,C,0,C,1.9,C,0.9,C,0.1,C,-777.7,C,0,C,0,C,0,C,0,C,0,C,31,C,31,C,30.8,C,28,C,8.7,C,-778,C,0,C,0,C,0,C,0,C,0.1,C,4.7,C,27.5,C,31,C,31,C,16,C,-0.1,C,24.9,C,7.1,C,-16.8,C,-16.7,C,-16.5,C,-16.9,C
827,GHCND:USC00048758,TAHOE CITY CA US,1899,39.1678,-120.1428,201009,0.76,C,0,C,8.64,C,0,C,21.59,C,0,C,19.81,C,8,C,0,C,0,C,0,C,-778,C,0,C,3.3,C,1.8,C,0.5,C,0.1,C,0,C,0,C,-778,C,0,C,0,C,30,C,29.2,C,26.2,C,16.7,C,1.3,C,0,C,0,C,0,C,0,C,0,C,2.1,C,15.9,C,29.6,C,30,C,30,C,12.5,C,-1.1,C,20.8,C,4.2,C,-16.4,C,-16.2,C,-15.8,C,-16.7,C
828,GHCND:USC00048758,TAHOE CITY CA US,1899,39.1678,-120.1428,201010,9.91,C,0,S,40.13,C,0,S,84.84,C,51,S,52.58,C,64,S,1,C,1,C,-778,C,0,C,0,C,4.9,C,3.2,C,1.2,C,0.6,C,1,S,0,S,1,S,0,S,0,C,30,C,25.6,C,15.4,C,3.6,C,0,C,0,C,0,C,0,C,0,C,0,C,14.4,C,29.1,C,31,C,31,C,31,C,7.6,C,-3,C,14.9,C,0.2,C,-16.2,C,-16.2,C,-15.6,C,-16.8,C
829,GHCND:USC00048758,TAHOE CITY CA US,1899,39.1678,-120.1428,201011,41.4,S,152,P,75.95,S,292,P,171.2,S,444,P,112.01,S,363,P,4,S,4,S,0,S,2,S,1,S,8.6,S,6.3,S,2.9,S,1.2,S,10,S,4,S,7,S,6,S,0,S,23,S,11.6,S,1.1,S,0,S,0,S,0,S,1,S,0,S,1,S,6,S,25.8,S,29.8,S,30,S,30,S,30,S,2.3,S,-5.9,S,8.2,S,-3.7,S,-16.1,S,-16.3,S,-15.7,S,-16.4,S
830,GHCND:USC00048758,TAHOE CITY CA US,1899,39.1678,-120.1428,201012,53.59,C,356,P,111,C,965,P,225.04,C,1638,P,151.64,C,970,P,7,S,7,S,1,S,4,S,3,S,10.7,C,8.2,C,3.8,C,2,C,25,C,15,C,22,C,19,C,0,C,15,C,1.3,C,0,C,0,C,0,C,0,C,4,C,0,C,3,C,14,C,29.6,C,31,C,31,C,31,C,31,C,-1.2,C,-7.1,C,4.2,C,-6.6,C,-16.4,C,-16.4,C,-16.4,C,-16,C
831,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201001,2.54,S,0,S,15.49,S,0,S,37.85,S,0,S,23.62,S,5,S,0,C,0,C,0,C,0,C,0,C,3.2,C,2,C,0.5,C,0.1,C,0,C,0,C,0,C,0,C,0,C,31,C,28.1,C,15.9,C,2.1,C,0,C,0,C,0,C,0,C,0,C,1,C,17.5,C,27.5,C,30.6,C,31,C,31,C,7.6,C,-2.2,C,15.4,C,-0.2,C,-16.3,C,-15.8,C,-15.8,C,-16.2,C
832,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201002,3.56,R,0,P,21.34,R,0,P,50.55,R,0,P,30.23,R,-19754,P,-778,S,0,S,0,S,0,S,0,S,3.8,S,2.4,S,0.7,S,0.3,S,0,P,0,P,0,P,0,P,0,S,28,S,26.3,S,19,S,7.7,S,0.4,S,0,S,0,S,0,S,0,S,0,S,9,S,20.5,S,27.5,S,28,S,28,S,9.8,S,-1.8,S,17.8,S,1.8,S,-16.3,S,-15.4,S,-15.6,S,-16.3,S
833,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201003,0.51,S,0,S,5.84,S,0,S,19.81,S,0,S,14.48,S,0,S,0,S,0,S,0,S,0,S,0,S,2.7,S,1.4,S,0.4,S,0.1,S,0,S,0,S,0,S,0,S,0,S,31,S,30.8,S,27.7,S,17.3,S,4.3,S,-778,S,0,S,0,S,0,S,-778,S,4,S,15.7,S,28.6,S,30.9,S,31,S,12.9,S,-0.8,S,21.5,S,4.4,S,-15.8,S,-15.9,S,-15.3,S,-16.1,S
834,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201004,0,S,0,S,0.25,S,0,S,2.54,S,0,S,3.05,S,0,S,0,S,0,S,0,S,0,S,0,S,0.9,S,0.4,S,0.1,S,0,S,0,S,0,S,0,S,0,S,0,S,30,S,30,S,28.8,S,23.9,S,12.3,S,2,S,0,S,0,S,0,S,0,S,1,S,7.2,S,21.6,S,28.7,S,30,S,16.4,S,0,S,25.3,S,7.5,S,-15.7,S,-16.4,S,-15.4,S,-15.8,S
835,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201005,0,S,0,C,0,S,0,C,1.27,S,0,C,1.78,S,0,C,0,C,0,C,0,C,0,C,0,C,0.7,C,0.2,C,0,C,0,C,0,C,0,C,0,C,0,C,2,S,31,S,31,S,31,S,29.8,S,24.6,S,12,S,0,S,0,C,0,C,0,C,0,C,0.5,C,9,C,24,C,30,C,21.4,S,0.4,S,30.5,S,12.3,C,-15.7,S,-16.4,S,-15.3,S,-16.1,C
836,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201006,0,S,0,C,0,S,0,C,1.02,S,0,C,1.02,S,0,C,0,C,0,C,0,C,0,C,0,C,0.3,C,0.2,C,0,C,0,C,0,C,0,C,0,C,0,C,9,S,30,S,30,S,30,S,29.9,S,29,S,24,S,0,S,0,S,0,S,0,S,0,S,0,S,1.8,S,12,S,28,S,25.9,S,1.4,S,35.6,S,16.4,S,-16.2,S,-16.9,S,-15.9,S,-16.3,S
837,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201007,0,S,0,S,0.51,S,0,S,5.84,S,0,S,4.06,S,0,S,0,S,0,S,0,S,0,S,0,S,0.6,S,0.4,S,0.1,S,-777.7,S,0,S,0,S,0,S,0,S,20,R,31,R,31,R,31,R,31,R,31,R,31,R,0,R,0,R,0,R,0,R,0,R,0,R,0.1,R,3.1,R,21,R,29.2,R,1.4,R,38.8,R,19.6,R,-16.4,R,-16.6,R,-16.3,R,-16.3,R
838,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201008,0,S,0,S,0,S,0,S,3.05,S,0,S,6.6,S,0,S,0,S,0,S,0,S,0,S,0,S,0.9,S,0.5,S,0.1,S,0.1,S,0,S,0,S,0,S,0,S,17,S,31,S,31,S,31,S,31,S,31,S,30,S,0,S,0,S,0,S,0,S,0,S,0,S,0,S,5.1,S,23,S,28.4,S,1.4,S,38,S,18.9,S,-16.8,S,-16.6,S,-16.6,S,-16.7,S
839,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201009,0,S,0,S,0.25,S,0,S,3.3,S,0,S,4.32,S,0,S,0,S,0,S,0,S,0,S,0,S,1,S,0.6,S,0.1,S,-777.7,S,0,S,0,S,0,S,0,S,5,S,30,S,30,S,30,S,29.9,S,28.5,S,22,S,0,S,0,S,0,S,0,S,0,S,0.1,S,2.9,S,16.5,S,28,S,24.6,S,1.3,S,34.2,S,15.1,S,-16.4,S,-16.4,S,-16.2,S,-16.3,S
840,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201010,0,S,0,S,0,S,0,S,2.54,S,0,S,2.54,S,0,S,0,S,0,S,0,S,0,S,0,S,0.7,S,0.3,S,0,S,0,S,0,S,0,S,0,S,0,S,-778,S,31,S,31,S,30.8,S,28,S,19.8,S,6,S,0,S,0,S,0,S,0,S,0.3,S,3.3,S,18.2,S,29.3,S,31,S,18.6,S,0.8,S,27.8,S,9.3,S,-16.1,S,-16.7,S,-15.7,S,-16.3,S
841,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201011,0,R,0,S,3.81,R,0,S,13.97,R,0,S,8.89,R,0,S,0,S,0,S,0,S,0,S,0,S,1.6,S,0.7,S,0.2,S,-777.7,S,0,S,0,S,0,S,0,S,0,S,30,S,29.8,S,25.1,S,13.3,S,2.1,S,0,S,0,S,0,S,0,S,0,S,6.8,S,17.8,S,27.9,S,29.9,S,30,S,11.8,S,-1,S,20.2,S,3.4,S,-15.9,S,-16.2,S,-15.6,S,-16,S
842,GHCND:USC00044278,INYOKERN CA US,744,35.6521,-117.8244,201012,0.25,R,0,S,16.51,R,0,S,30.23,R,0,S,24.89,R,5,S,0,S,0,S,0,S,0,S,0,S,2.4,S,1.3,S,0.4,S,0.1,S,0,S,0,S,-778,S,0,S,0,S,31,S,27.5,S,14,S,1.2,S,0,S,0,S,0,S,0,S,0,S,2,S,18.1,S,27.7,S,30.6,S,31,S,31,S,7.1,S,-2.5,S,14.7,S,-0.6,S,-16.3,S,-15.7,S,-15.8,S,-16.1,S
843,GHCND:USC00048406,SOUTH LAKE CA US,2920,37.1683,-118.5705,201001,17.78,R,-9999, ,81.03,R,-9999, ,108.71,R,-9999, ,76.2,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,10.3,P,6.9,P,1.7,P,0.7,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
844,GHCND:USC00048406,SOUTH LAKE CA US,2920,37.1683,-118.5705,201002,27.18,R,-9999, ,68.58,R,-9999, ,105.92,R,-9999, ,83.57,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,9.3,P,6.6,P,1.9,P,0.6,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
845,GHCND:USC00048406,SOUTH LAKE CA US,2920,37.1683,-118.5705,201003,14.22,R,-9999, ,45.21,R,-9999, ,76.45,R,-9999, ,59.69,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,10,P,6,P,1.5,P,0.6,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
846,GHCND:USC00048406,SOUTH LAKE CA US,2920,37.1683,-118.5705,201004,11.18,R,-9999, ,24.64,R,-9999, ,41.66,R,-9999, ,33.02,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,7.7,P,4.1,P,0.6,P,0.1,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
847,GHCND:USC00048406,SOUTH LAKE CA US,2920,37.1683,-118.5705,201005,8.13,R,-9999, ,14.73,R,-9999, ,23.62,R,-9999, ,19.05,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,5.8,P,3.1,P,0.1,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
848,GHCND:USC00048406,SOUTH LAKE CA US,2920,37.1683,-118.5705,201006,2.29,R,-9999, ,7.62,R,-9999, ,21.84,R,-9999, ,12.95,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,3.7,P,1.8,P,0.2,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
849,GHCND:USC00048406,SOUTH LAKE CA US,2920,37.1683,-118.5705,201007,4.57,R,-9999, ,9.14,R,-9999, ,24.89,R,-9999, ,14.73,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4.6,P,2.1,P,0.1,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
850,GHCND:USC00048406,SOUTH LAKE CA US,2920,37.1683,-118.5705,201008,3.81,R,-9999, ,9.91,R,-9999, ,18.03,R,-9999, ,15.75,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4.8,P,2.1,P,0.2,P,0.1,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
851,GHCND:USC00048406,SOUTH LAKE CA US,2920,37.1683,-118.5705,201009,9.91,R,-9999, ,12.7,R,-9999, ,29.21,R,-9999, ,22.61,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4.8,P,2.8,P,0.5,P,0.2,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
852,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201001,54.1,R,0,P,145.54,R,0,P,260.86,R,216,P,166.12,R,427,P,2,P,2,P,1,P,2,P,1,P,9,S,7.3,S,4.3,S,2.2,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,25,R,12.9,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,24.1,R,30.8,R,31,R,31,R,31,R,3.4,R,-7.1,R,8.8,R,-1.9,R,-16.3,R,-16.1,R,-15.8,R,-16.4,R
853,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201002,76.2,R,0,P,145.03,R,8,P,234.95,R,254,P,169.16,R,107,P,1,P,1,P,0,P,1,P,1,P,9,S,7.4,S,4,S,2.2,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,25,S,15.2,S,5.9,S,0.2,S,0,S,0,S,0,S,0,S,-778,S,1,S,17.4,S,26.9,S,28,S,28,S,28,S,5,S,-6.1,S,10.8,S,-0.9,S,-16.2,S,-15.9,S,-15.5,S,-16.5,S
854,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201003,54.36,R,0,P,87.63,R,0,P,176.28,R,127,P,130.81,R,132,P,2,P,1,P,0,P,1,P,1,P,11.1,S,8.5,S,3.7,S,1.8,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,23.1,R,14.2,R,2.2,R,0,R,0,R,0,R,0,R,0,R,0,R,12.3,R,26.8,R,31,R,31,R,31,R,7.6,R,-4.6,R,14.2,R,1,R,-15.6,R,-16.1,R,-14.9,R,-16.2,R
855,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201004,29.21,R,0,S,58.67,R,0,S,84.33,R,0,S,70.87,R,20,S,0,S,0,S,0,S,0,S,-778,S,7.2,P,5,P,1.7,P,0.4,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,26.2,R,20,R,9.5,R,0.4,R,0,R,0,R,0,R,0,R,-778,R,5.3,R,18.8,R,29.6,R,30,R,30,R,10.4,R,-3.6,R,17.6,R,3.3,R,-15.7,R,-16.6,R,-15.3,R,-15.9,R
856,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201005,16.76,S,0,S,34.29,S,0,S,67.31,S,0,S,42.16,S,0,S,0,S,0,S,0,S,0,S,0,S,4.6,S,3.1,S,1,S,0.3,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,29.8,R,27.1,R,19.7,R,6,R,-778,R,0,R,0,R,0,R,0,R,0.5,R,7.3,R,23.8,R,31,R,31,R,14.4,R,-2.9,R,21.9,R,7.1,R,-15.7,R,-16.5,R,-15.2,R,-16,R
857,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201006,0,R,0,S,11.18,R,0,S,23.11,R,0,S,16.51,R,0,S,0,S,0,S,0,S,0,S,0,S,2.1,S,1.4,S,0.4,S,0.1,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,30,R,29.2,R,27.4,R,17.8,R,3,R,0,R,0,R,0,R,0,R,0,R,1.1,R,12.3,R,28.7,R,30,R,18.9,R,-1.1,R,27.3,R,10.6,R,-16,R,-16.4,R,-15.6,R,-16.3,R
858,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201007,0,R,0,S,0.51,R,0,S,10.67,R,0,S,9.65,R,0,S,0,S,0,S,0,S,0,S,0,S,1.3,S,0.9,S,0.3,S,0.2,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,31,R,31,R,30.7,R,29,R,15,R,0,R,0,R,0,R,0,R,0,R,-777.7,R,2.8,R,22.8,R,31,R,22.8,R,0.3,R,31.8,R,13.7,R,-16.3,R,-16.6,R,-16.1,R,-16.3,R
859,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201008,0,S,0,C,0,S,0,C,2.79,S,0,C,2.79,S,0,C,0,C,0,C,0,C,0,C,0,C,0.9,C,0.3,C,-777.7,C,0,C,-9999, ,-9999, ,-9999, ,-9999, ,0,S,31,S,31,S,31,S,30.8,S,29,S,15,S,0,S,0,S,0,S,0,S,0,S,-777.7,S,3,S,24.4,S,31,S,22.6,S,0.6,S,31.7,S,13.4,S,-16.7,S,-16.7,S,-16.6,S,-16.7,S
860,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201009,3.05,S,0,S,7.62,S,0,S,25.15,S,0,S,16.51,S,0,S,0,C,0,C,0,C,0,C,0,C,2.7,C,1.9,C,0.3,C,0.1,C,-9999, ,-9999, ,-9999, ,-9999, ,-778,S,30,S,30,S,29.4,S,26.9,S,20.9,S,5,S,0,S,0,S,0,S,0,S,-777.7,S,0.8,S,12.8,S,27.9,S,30,S,19.3,S,-0.3,S,28,S,10.6,S,-16,S,-16.5,S,-15.7,S,-16.2,S
861,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201010,10.92,S,0,S,32,S,0,S,92.2,S,0,S,53.59,S,0,S,0,S,0,S,0,S,0,S,0,S,3.9,S,2.9,S,1.6,S,0.7,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,31,S,30.1,S,26.6,S,18.2,S,5.8,S,0,S,0,S,0,S,0,S,0,S,2.1,S,12,S,28.1,S,30.8,S,31,S,13.6,S,-1.6,S,21.7,S,5.4,S,-15.8,S,-15.9,S,-15.3,S,-15.9,S
862,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201011,49.28,S,0,S,81.53,S,0,S,179.83,S,0,S,116.33,S,86,S,0,S,0,S,0,S,0,S,0,S,6.9,S,5,S,2.8,S,1.7,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,29,R,21.6,R,10.5,R,1.8,R,0,R,0,R,0,R,0,R,0,R,0,R,14,R,27.6,R,30,R,30,R,30,R,6.8,R,-4.9,R,13.3,R,0.4,R,-16.1,R,-15.7,R,-15.3,R,-16.6,R
863,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.75,-119.58972,201012,53.85,R,0,P,102.62,R,0,P,224.03,R,305,P,138.43,R,130,P,2,P,1,P,-778,P,1,P,0,P,8.4,P,6.7,P,3.5,P,2,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,25,R,11.1,R,0.4,R,-777.7,R,0,R,0,R,0,R,0,R,0,R,2,R,25.1,R,30.6,R,31,R,31,R,31,R,3,R,-7.5,R,8.2,R,-2.1,R,-16.6,R,-16.2,R,-16.2,R,-16.4,R
864,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.248,-118.5813,201001,16.26,R,-9999, ,43.18,R,-9999, ,72.39,R,-9999, ,49.02,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,9.8,P,5.4,P,1.1,P,0.3,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
865,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.248,-118.5813,201002,18.8,R,-9999, ,35.31,R,-9999, ,74.17,R,-9999, ,49.02,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,8.8,P,5.5,P,1.4,P,0.3,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
866,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.248,-118.5813,201003,12.19,R,-9999, ,23.11,R,-9999, ,60.2,R,-9999, ,41.4,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,8.2,P,4.3,P,1.1,P,0.3,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
867,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.248,-118.5813,201004,6.6,R,-9999, ,14.99,R,-9999, ,24.64,R,-9999, ,20.83,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,6.3,P,2.3,P,0.3,P,-777.7,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
868,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.248,-118.5813,201005,3.81,R,-9999, ,9.65,R,-9999, ,16.76,R,-9999, ,13.97,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,5.1,P,2.2,P,-777.7,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
869,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.248,-118.5813,201006,0,R,-9999, ,3.81,R,-9999, ,10.67,R,-9999, ,8.64,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,3.5,P,1.3,P,0.1,P,-777.7,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
870,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.248,-118.5813,201007,1.78,R,-9999, ,8.64,R,-9999, ,18.29,R,-9999, ,10.41,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,3.9,P,1.7,P,0.1,P,0,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, 
